Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Workout_Frequency (days/week),Experience_Level,BMI,Calories,Burns Calories (per 30 min),cal_from_macros,pct_HRR,pct_maxHR,lean_mass_kg,expected_burn
31.2,Male,57.88,1.56,160.96,123.86,50.12,1.81,2590.29,HIIT,27.56382055,5,3.01,23.78,1745,357.21,2490.1,0.665283291,0.769507952,41.92606067,1293.1002
53.33,Male,68.41,1.97,193.81,139.24,68.97,1.29,929.57,Yoga,20.5501789,3.02,2.01,17.63,1852,369.03,1906.78,0.562880487,0.718435581,54.35162261,952.0974
22.24,Female,50.79,1.59,196.81,139.14,65.88,1.27,1676.4,HIIT,22.42073573,3,2,20.09,1496,330.23,1612.32,0.55953563,0.706976272,39.40250832,838.7842
48.26,Female,83.56,1.82,175.76,149.02,70.05,1.89,2211.3,Strength,25.78070479,4.99,3,25.23,2370,360.33,1858.64,0.747043799,0.847860719,62.01764308,1362.0474
19.1,Female,97.68,1.7,197.07,161.88,74.19,0.84,552.89,Yoga,33.45218274,2,1,33.8,2522,345.05,2012.9,0.713623047,0.821434008,65.00390789,579.684
55.85,Male,59.03,1.56,181.78,154.99,56.76,1.25,1648.62,HIIT,23.84054068,4.01,1.99,24.26,1720,175.22,2436.36,0.785714286,0.852624051,44.95692884,438.05
44.18,Female,97.87,1.83,193.61,130.24,55.78,1.28,1228.8,Cardio,29.01731894,4.02,2,29.22,2536,354.11,1885.11,0.540230719,0.672692526,69.47074995,906.5216
47.33,Female,98.29,1.9,198.97,148.16,64.04,0.76,502.51,Yoga,26.80035287,3.01,1.02,27.23,2530,346.34,1889.4,0.623434373,0.74463487,71.94793316,526.4368
42.44,Female,64.43,1.65,161.18,165.75,66.94,1.1,791.34,Yoga,26.8421028,3.01,1.99,23.67,1702,362.39,2423.87,1.048493209,1.028353394,47.13563316,797.258
22.19,Female,61.93,1.52,168.79,166.59,61.07,1.84,1913.6,Cardio,26.40455493,5.02,3,26.8,1742,362.89,2439.94,0.97957668,0.986966052,45.57765913,1335.4352
36.41,Male,58.09,1.77,176.43,146.91,63.07,1.65,2357.68,HIIT,23.638488,3.99,2.99,18.54,1697,358.51,1613.74,0.739590685,0.832681517,44.35840232,1183.083
46.87,Female,45.9,1.93,165.84,159.42,64.79,1.3,933.66,Yoga,15.66944623,3,1.97,12.32,1266,357.49,2297.95,0.936467095,0.961287988,38.70772418,929.474
57.94,Female,109.63,1.91,198.31,155.59,55.89,1.49,1071.91,Yoga,30.06123932,3,1.99,30.05,2885,356.5,2446.15,0.700042129,0.784579698,76.67386334,1062.37
51.98,Female,84.89,1.74,181.89,145.25,55.88,1.85,2162.84,Strength,26.43606517,3.99,2.99,28.04,2458,338.4,2035.01,0.709229426,0.798559569,62.44842428,1252.08
35.85,Female,46.7,1.74,195.85,160.24,53.28,1.5,1440,Cardio,17.96765679,4,2,15.42,1450,347.71,2275.26,0.750227958,0.818177176,38.30910428,1043.13
57.98,Male,74.09,1.69,175.11,161.71,52.97,1.27,1675,HIIT,25.09854953,4.03,1.99,25.94,2094,331.48,1505.33,0.890289831,0.923476672,55.49448465,841.9592
50.88,Male,54.66,1.53,166.99,134.78,68.92,1.11,799.2,Yoga,26.72844175,4,2,23.35,1400,330.9,1888.71,0.67156113,0.807114198,40.05023374,734.598
29.34,Male,69.18,1.72,170.73,167.45,61.96,1.08,1035.07,Cardio,27.17467048,4.02,1.98,23.38,1782,346.42,1877.64,0.969844626,0.980788379,50.38056296,748.2672
23.31,Male,59.94,1.59,190.86,122.99,52.17,1.8,2107.62,Strength,24.67284427,4.04,3.01,23.71,1866,354.86,1783.92,0.51063523,0.644399036,45.15109715,1277.496
43.29,Male,96.01,1.85,186.22,156.67,64.03,1.27,836.68,Yoga,28.51447975,1.99,1,28.05,2450,367.11,2010.67,0.758163516,0.841316722,68.63324799,932.4594
24.82,Female,47.06,1.71,184.58,142.09,56.09,0.88,580.8,Yoga,23.16039361,2.01,1,16.09,1266,341.76,2542.94,0.669312787,0.769801712,36.16071877,601.4976
27.81,Female,58.45,1.99,198.03,135.65,65.15,1.32,1423.22,Strength,19.99141879,4.02,1.98,14.76,1526,333.21,2482,0.530553883,0.684997223,46.76501572,879.6744
41.65,Male,62.72,1.77,183.03,133.82,59.1,1.31,1727.76,HIIT,24.06348461,3,1.99,20.02,1692,343.51,3283.74,0.602921004,0.731136972,47.62738245,899.9962
18.15,Male,125.7,1.67,172.01,153.33,60.03,1.45,1566,Strength,35,3.01,2,45.07,3381,364.78,2368.04,0.833184497,0.891401663,81.705,1057.862
21.93,Female,98.3,1.88,194.21,135.3,70.86,0.53,350.12,Yoga,27.14782684,1.99,1.01,27.81,2590,360.87,2088.64,0.52241589,0.696668555,71.61368621,382.5222
31.23,Female,60.94,1.76,189.05,150.32,67.03,1.81,2116.07,Strength,21.60227771,3.99,2.99,19.67,1719,355.51,1474.1,0.682593018,0.795133563,47.77557196,1286.9462
34.03,Male,68.82,1.68,168.89,128.11,56.92,0.68,821.3,HIIT,26.1992129,1.99,1,24.38,1804,365.13,3436.23,0.635795302,0.758541062,50.78970168,496.5768
54.1,Female,116.92,1.62,172.06,143.11,56.17,1.06,1399.2,HIIT,35,3.99,2,44.55,3167,357.44,2008.97,0.75019415,0.83174474,75.998,757.7728
36.71,Male,53.94,1.58,170.14,150.23,61.97,1.31,1151.75,Cardio,19.36828032,2.98,1,21.61,1437,344.67,1627.91,0.815937876,0.882978723,43.4927496,903.0354
53.06,Male,68.35,1.55,163.94,130.75,64.98,1.41,1016.05,Yoga,27.25684306,4,2.01,28.45,1691,359.66,1984.97,0.664611964,0.797547883,49.71994777,1014.2412
24.7,Female,105.29,1.88,173.79,155.58,66.79,1.33,1755.6,HIIT,27.26211997,3.02,2,29.79,2863,357.81,1591.45,0.829813084,0.895218367,76.58571388,951.7746
18.36,Female,52.64,1.74,186.97,164.64,58.03,1.21,1470.76,HIIT,17.54377958,1.99,1.05,17.39,1409,331.44,2385.14,0.826818675,0.880569075,43.40495443,802.0848
56.46,Female,48.1,1.87,165.02,156.02,50.96,0.67,442.2,Yoga,14.77562854,2.98,1,13.76,1312,333.75,1763.72,0.921094161,0.945461156,40.99292267,447.225
48.69,Female,60.26,1.87,179.96,131.14,61.04,1.13,1491.6,HIIT,21.64036054,3.98,2,17.23,1647,335.52,1592.36,0.589471914,0.728717493,47.21951874,758.2752
45.62,Male,103.66,1.77,193.75,147.56,53.94,1.18,1038.4,Cardio,32.22712326,1.99,1,33.09,2723,336.41,1310.87,0.66962306,0.7616,70.25336403,793.9276
49.55,Male,69.26,1.72,197.96,135.37,66.21,1.23,1328.4,Strength,22.85096696,4.02,2,23.41,1882,366.29,1984.65,0.524933586,0.683825015,53.43342028,901.0734
48.6,Female,79.76,1.73,181.83,151.44,64.17,1.38,909.97,Yoga,27.16462951,1.99,1,26.65,2114,339.1,1565.87,0.741713412,0.832865864,58.0934915,935.916
43.53,Male,97.66,1.82,193.95,129.5,55.8,1.28,1689.6,HIIT,31.12174227,3.99,2,29.48,2697,354.57,1883.6,0.533478104,0.66769786,67.2665065,907.6992
54.99,Female,42.34,1.69,186.06,139.88,55.96,0.9,891.81,Strength,18.78645951,1.97,1.01,14.82,1256,362.57,1838.02,0.645042275,0.751800494,34.38581304,652.626
44.96,Female,89.67,1.81,178.12,153.22,69.92,1.7,1769.36,Cardio,26.95772578,5.02,3.01,27.37,2370,356.35,2266.2,0.76987061,0.860206602,65.49700729,1211.59
29.09,Male,87.28,1.93,185.54,143.17,66.06,1.87,2676.16,HIIT,23.43976117,5.01,3.01,23.43,2357,374.07,3077.39,0.64537998,0.771639539,66.82177645,1399.0218
44.19,Female,69.16,1.75,192.24,155.24,69.07,1.02,1010.72,Strength,26.74183443,2.99,1.01,22.58,1862,349.78,1816.69,0.699602176,0.807532251,50.66534731,713.5512
47.74,Male,114.5,1.86,174.94,141.26,56.21,1.36,898.42,Yoga,32.26732173,3.01,1.01,33.1,3178,351.01,2247.55,0.716331172,0.807476849,77.55391662,954.7472
25.44,Female,47.26,1.71,185.14,141.97,56.13,0.89,1077.88,HIIT,18.93418932,1.99,1.01,16.16,1204,342.74,2541.76,0.665374777,0.766825105,38.31170213,610.0772
23.17,Male,48.06,1.6,196.33,153.6,50.13,0.77,508.66,Yoga,21.88952332,3.02,1.01,18.77,1373,343.82,2162.95,0.707729138,0.782356237,37.53989509,529.4828
51.96,Female,84.38,1.85,188.83,152.45,49.87,1.18,1166.08,Strength,22.71042434,1.99,1,24.65,2196,335.29,2197.74,0.738198043,0.807339935,65.21694394,791.2844
58.02,Male,109.34,1.75,181.04,167.68,53.8,1.01,888.8,Cardio,35,1.99,1,35.7,3023,373.97,3216.59,0.895001572,0.926204154,71.071,755.4194
37.05,Male,76.38,1.77,179.78,128.28,56.94,1.36,979.2,Yoga,22.79140714,3.95,2,24.38,2096,356.48,1865.02,0.580755454,0.71353877,58.97192323,969.6256
39.7,Female,72.67,1.6,172.97,130.26,66.84,0.86,567.6,Yoga,31.44679348,3,1,28.39,1943,357.89,1440.86,0.597569019,0.753078569,49.81761517,615.5708
55.86,Female,108.41,1.73,185.08,126.06,50.19,1.09,785.45,Yoga,35,3.01,2.01,36.22,2867,354.62,2398.14,0.562458299,0.681110871,70.4665,773.0716
54.23,Male,86.95,1.95,195.04,140.05,64.03,1.16,1404.88,HIIT,25.66822385,2.02,1.01,22.87,2275,357.81,2159.92,0.580261049,0.718057834,64.63147936,830.1192
30.92,Female,64.53,1.7,159.95,143.78,70.14,1.97,1536.6,Yoga,21.95817467,4.98,3,22.33,1895,347.94,2694.61,0.819953235,0.898905908,50.36038988,1370.8836
59.16,Female,85.64,1.67,189.61,143.72,70.9,1.99,2066.42,Cardio,27.08876195,5.01,2.98,30.71,2507,366.43,1710.39,0.613427681,0.7579769,62.44118426,1458.3914
57.92,Male,73.96,1.75,192.61,136.85,57.92,1.09,1081.06,Strength,27.54988188,1.99,1.02,24.15,1855,334.67,1583.35,0.586012325,0.710503089,53.58410736,729.5806
24.09,Male,87.21,1.74,187.04,158.29,67.05,1.57,2241.65,HIIT,28.37300677,3.99,2.98,28.8,2441,360.61,2395.98,0.7603967,0.846289564,62.46590079,1132.3154
22.24,Female,71.44,1.77,197.11,158.09,56.05,1.49,1804.54,HIIT,23.43224544,3.01,1.01,22.8,1931,340.76,1954.9,0.723380122,0.80203947,54.70000386,1015.4648
50.26,Male,43.54,1.53,167.57,155.34,64.87,1.41,1864.3,HIIT,21.37101072,3.98,2.02,18.6,1289,334.06,2493.82,0.880915287,0.927015576,34.23506193,942.0492
50.19,Male,86.75,1.6,181.73,121.78,66.91,0.76,922.11,HIIT,33.16807497,1.98,1.03,33.89,2413,373.89,3072.91,0.477878418,0.670115006,57.97669497,568.3128
39.8,Female,71.97,1.6,173,130.52,67.14,0.87,1051.74,HIIT,29.91946482,2.98,1,28.11,2071,356.99,1437.04,0.598715284,0.754450867,50.43696117,621.1626
40.15,Female,60.45,1.88,182.69,141.13,61.09,1.22,1172.18,Cardio,18.90722654,2.99,2.01,17.1,1881,340.42,2280.05,0.658223684,0.772510811,49.02058156,830.6248
35.21,Female,57.94,1.66,197.18,160.46,59.09,1.29,1275.94,Strength,23.6637263,3,1,21.03,1472,334.18,1885.11,0.734086465,0.813774216,44.22923698,862.1844
42.64,Female,83.15,1.85,186.55,141.85,50.11,1.21,1162.57,Cardio,20.59564042,4.03,2.01,24.3,2282,371.52,1249.38,0.672383465,0.760385956,66.02472499,899.0784
24.75,Female,88.49,1.95,182.47,131.52,67.85,1.42,938.05,Yoga,25.01921816,1.97,1.01,23.27,2213,221.04,2250.75,0.555487698,0.720776018,66.35049385,627.7536
48.77,Female,82.2,1.84,191.64,145.81,71.14,1.29,928.8,Yoga,26.94469506,4.02,2,24.28,2320,350.18,2572.97,0.61966805,0.760853684,60.05146066,903.4644
45.72,Female,60.74,1.71,180.91,153.64,61.18,1.68,1747.2,Cardio,21.9115177,4.05,3,20.77,1736,337.31,1422.12,0.772237534,0.849262064,47.43094415,1133.3616
48.63,Male,68.66,1.52,176.9,149.83,59.89,1.45,1389.68,Cardio,29.21424209,4,1.98,29.72,2044,348.9,1505.68,0.768652252,0.846975692,48.60150138,1011.81
31.12,Female,78.54,1.71,176.82,121.13,58.92,1.49,1075.48,Yoga,28.46690458,4.01,2.03,26.86,2119,356.88,2423.94,0.527650551,0.68504694,56.18209314,1063.5024
32.19,Male,77.8,1.62,195.23,124.67,68.9,1.28,1266.05,Strength,32.4157379,3.01,1,29.64,1886,342.81,2364.54,0.441462835,0.638580136,52.58055591,877.5936
52.01,Female,65.36,1.51,164.29,165.33,68.06,1.82,1419.6,Yoga,29.41556246,3.96,3,28.67,1966,363.49,1696.83,1.010807441,1.00633027,46.13398838,1323.1036
20.88,Male,60.95,1.57,190.55,152.06,64.13,1.94,2016.05,Cardio,25.18134282,4.01,2.99,24.73,1582,337.58,1967.91,0.695538681,0.798005773,45.60197155,1309.8104
56.83,Male,61.36,1.52,195.58,156.96,66.14,1.31,1415.98,Strength,28.03887039,3.02,2.01,26.56,1708,338.19,1879.89,0.701637824,0.802536047,44.15534913,886.0578
55.79,Female,56.13,1.93,181.1,136.08,61.6,0.67,589.6,Cardio,17.33854763,2.98,1,15.07,1367,331.82,1648.74,0.623263598,0.751408062,46.39787322,444.6388
36.17,Male,85.52,1.88,195.15,136.43,59.9,1.97,1540.15,Yoga,25.83849561,5.01,3.03,24.2,2436,355.72,1606.96,0.565841035,0.699103254,63.42291855,1401.5368
25.12,Female,74.06,1.71,161.49,156.4,63.86,1.43,1031.32,Yoga,22.66983494,3.01,2.02,25.33,2157,345.68,1402.31,0.947864386,0.96848102,57.27072024,988.6448
31.9,Male,87.94,1.88,172.86,143.11,63.93,1.52,1580.8,Cardio,24.72551585,5.03,3,24.88,2485,336.91,1737.43,0.726888828,0.827895407,66.19638136,1024.2064
45.18,Female,59.54,1.51,169.43,141.83,64.81,1.16,1114.53,Cardio,27.91277762,4.01,2.01,26.11,1708,332.81,1886.56,0.736188109,0.837100868,42.9207322,772.1192
51.62,Male,65.44,1.74,190.89,138.12,69.98,1.48,1948.72,HIIT,25.24005209,3.98,1.97,21.61,1905,328.89,1996.95,0.563559672,0.72355807,48.92290991,973.5144
39.11,Female,64.52,1.69,190.15,148.07,58.03,1.26,1206.58,Cardio,28.93993911,4.01,1.97,22.59,1959,250.42,2478.97,0.681501665,0.778701026,45.84795129,631.0584
25.49,Female,86.53,1.68,188.98,156.46,72.1,1.97,2047.22,Cardio,28.80995207,5.03,2.99,30.66,2479,334.68,2026.57,0.721765914,0.827918298,61.60074847,1318.6392
18.34,Female,82.59,1.84,189.83,147.68,65.96,1.74,1356.16,Yoga,25.78611307,4.98,2.99,24.39,2375,345.56,2150.04,0.659723904,0.777959227,61.29324921,1202.5488
22.99,Male,60.76,1.62,193.04,167.94,69.13,1.59,1652.33,Cardio,25.52677504,4.99,2.99,23.15,1762,350.78,1760.41,0.797433621,0.869975135,45.24993149,1115.4804
28.21,Female,55.83,1.5,192.66,127.62,56.09,1.93,2762.02,HIIT,24.07456427,4.98,3.01,24.81,1511,327.51,1282.62,0.523760709,0.662410464,42.38917077,1264.1886
35.83,Male,58.24,1.78,184.39,121.3,60.09,0.86,1039.65,HIIT,21.06001843,1.96,1,18.38,1716,363.56,2766.79,0.492437651,0.657844786,45.97464526,625.3232
25.25,Male,57.28,1.58,188.02,144.88,52.3,1.35,1297.08,Cardio,21.05175245,2.99,2.01,22.95,1576,366.26,1768.48,0.682139699,0.770556324,45.2215562,988.902
38.67,Female,85.29,1.89,162.77,140.41,60.96,0.77,508.66,Yoga,25.21567702,1.99,1.01,23.88,2218,336.05,1518.06,0.780375209,0.862628248,63.78354907,517.517
58.95,Female,65.02,1.52,161.34,162.06,60.97,1.39,1834.8,HIIT,30.29397915,2.99,2,28.14,1764,330.52,1615.18,1.007173458,1.004462626,45.32285476,918.8456
33.86,Female,92.02,1.76,174.72,142.65,72.93,0.72,475.2,Yoga,30.08569182,3.01,1,29.71,2455,357.83,1323.28,0.684939581,0.816449176,64.33514638,515.2752
28.09,Female,70,1.59,181.72,134.83,50.13,1.49,1430.4,Cardio,27.99882772,3,2,27.69,1906,333.48,2051.74,0.643665932,0.741965661,50.4008206,993.7704
19.1,Female,65.3,1.52,187.53,130.07,71.13,1.24,1091.2,Cardio,30.6858923,2.99,1,28.26,1933,365.51,1367.27,0.506357388,0.693595691,45.26211233,906.4648
20.95,Female,88.42,1.6,197.98,120.89,67.21,1.71,2445.3,HIIT,34.10783113,4.02,3,34.54,2397,333.21,2378.02,0.410491703,0.610617234,58.26185571,1139.5782
34.84,Male,100.41,1.63,161.02,163.25,58.94,1.1,724.02,Yoga,35,1.99,1,37.79,2610,362.63,1403,1.021845611,1.013849211,65.2665,797.786
22.47,Male,98.69,1.88,193.67,134.8,71.12,0.51,337.52,Yoga,32.44779983,1.97,1.03,27.92,2458,361.75,2084.92,0.519624643,0.696029328,66.66726634,368.985
41.08,Female,74.56,1.61,160.21,135.85,51.18,1.06,1145.75,Strength,27.19097469,4.01,2.01,28.76,2072,365.49,2056.63,0.776575255,0.847949566,54.28640927,774.8388
29.77,Female,100.57,1.68,181.89,133.7,60.89,1.47,1408.85,Cardio,35,4,1.98,35.63,2725,371.42,1543.9,0.601735537,0.735059651,65.3705,1091.9748
44.9,Female,51.92,1.85,185.96,161.24,72.73,1.2,1055.04,Cardio,17.10647309,3.02,1,15.17,1579,310.02,1941.9,0.781683299,0.867068187,43.03831917,744.048
39.8,Male,63.78,1.62,185.26,142.54,72.08,1.3,1571.57,HIIT,27.08560052,1.98,1,24.3,1672,328.52,2059.5,0.622548153,0.76940516,46.50480399,854.152
19.66,Male,127.77,1.84,163.66,131.94,57.72,0.83,822.45,Strength,34.19422208,3,1.01,37.74,3348,346.47,1443.46,0.700585237,0.806183551,84.08004244,575.1402
41.95,Female,72.56,1.69,177.21,148.27,60.71,1.07,1027.2,Cardio,25.87651103,3.02,2,25.41,2099,339.64,1750.47,0.751587983,0.836690932,53.7840036,726.8296
56.3,Male,93.85,1.65,177.24,151.4,51.97,1.37,1203.41,Cardio,32.8092499,1.98,1,34.47,2443,352.52,1618.77,0.793725553,0.854208982,63.05851897,965.9048
39.82,Male,87.7,1.87,195.8,134.26,53.81,1.96,2807.11,HIIT,25.74732525,5.01,3.02,25.08,2388,333.73,1218.24,0.566589196,0.685699694,65.11959576,1308.2216
40.98,Female,61.9,1.64,165.63,131.63,68.07,1.93,2004.11,Cardio,22.55630571,4.01,2.98,23.01,1959,351.14,1750.09,0.651496515,0.794723178,47.93764676,1355.4004
26.35,Female,71.5,1.5,182.23,142.3,53.9,1.15,1138.5,Strength,35,2.01,1,31.78,1987,368.83,1733.9,0.688849061,0.780881304,46.475,848.309
23.02,Male,67.56,1.61,186.24,159.97,66.17,1.33,1609.3,HIIT,28.42506694,1.98,1,26.06,1922,337.49,2590.98,0.78121096,0.858945447,48.35602478,897.7234
34.74,Male,62.53,1.63,184.64,159.73,62.83,1.41,1861.2,HIIT,24.57047093,3.99,2,23.53,1758,344.17,2005.78,0.79550119,0.865088821,47.16608453,970.5594
55.17,Male,87.13,1.77,175.86,157.32,60.84,0.99,1310.07,HIIT,31.65208375,2.98,2.03,27.81,2312,336.96,2040.11,0.838810642,0.89457523,59.55153943,667.1808
47.04,Male,126.92,1.76,199.08,156.48,73.28,0.7,847,HIIT,35,1.98,1,40.97,3269,359.39,1504.2,0.66136725,0.786015672,82.498,503.146
59.06,Female,96.49,1.71,183.19,149.96,62.05,0.57,691.58,HIIT,34.95255105,3.01,1.03,33,2656,366.5,2193.51,0.725689285,0.818603636,62.7642835,417.81
40.07,Female,55.1,1.61,184.06,158.23,64.05,1.55,2216.5,HIIT,23.76340868,4.02,3,21.26,1588,332.79,2192.45,0.784767936,0.859665327,42.00636182,1031.649
41.3,Female,81.41,1.87,167.17,128.22,59.09,1.87,2674.1,HIIT,24.12056113,4.96,3,23.28,2212,344.01,2527.37,0.639618801,0.767003649,61.77345119,1286.5974
49.08,Female,77.82,1.61,160.71,157.89,49.84,1.04,1124.14,Strength,31.17571613,3,2.01,30.02,2251,350.86,1594.72,0.974564806,0.982452865,53.55905771,729.7888
27.99,Female,65.86,1.9,175.41,157.71,56.04,1.18,1165.01,Strength,24.11017198,3.04,1,18.24,1852,366.92,1862.39,0.851721538,0.899093552,49.98104073,865.9312
19.76,Male,46.61,1.68,187.02,144.78,72.03,0.92,1112.19,HIIT,20.43881341,2.01,1,16.51,1146,327.59,2354.37,0.63266371,0.774141803,37.08346907,602.7656
22.99,Female,64.94,1.62,192.21,156.07,58.88,1.36,980.02,Yoga,25.13491552,3,2.01,24.74,1606,361.31,1657.48,0.728943224,0.811976484,48.61738586,982.7632
24.9,Female,63.76,1.69,197.56,165.11,67.25,0.95,1150.54,HIIT,25.40131933,1.97,1.01,22.32,1728,333.92,2438.6,0.750978436,0.835746102,47.56411879,634.448
44.33,Male,52.08,1.88,193.81,153.35,71.13,1.09,1175.24,Strength,16.84707965,4,1.98,14.74,1785,331.54,2663.76,0.670198891,0.791238842,43.30604092,722.7572
40.94,Female,43.63,1.77,182.18,165.21,58.2,1.19,784.69,Yoga,19.56920577,3.01,1,13.93,1346,165.52,2216.6,0.863123084,0.906850368,35.09195552,393.9376
26.37,Female,70.6,1.66,183.63,125.79,68.05,0.8,968,HIIT,30.6117954,3.01,1,25.62,2024,336.49,2328.89,0.499567399,0.685018788,48.98807244,538.384
27.02,Female,80.34,1.61,170.08,166.07,51.98,1.75,1362.9,Yoga,29.27561536,3.98,2.98,30.99,2365,342.69,1590.63,0.966045724,0.97642286,56.81997062,1199.415
54.13,Female,77.82,1.9,174,145.95,72.21,0.82,814.75,Strength,26.32777694,2.02,1.04,21.56,2096,366.86,3091.64,0.724432655,0.838793103,57.33172398,601.6504
29.22,Male,87.97,1.94,185.82,143.09,66.06,1.88,2197.91,Strength,24.29905171,5.01,2.99,23.37,2585,373.31,3088.25,0.643203073,0.770046281,66.59412421,1403.6456
27.01,Male,61.88,1.8,169.31,144.39,71.89,1.47,1775.47,HIIT,22.70386586,2.03,1,19.1,1535,368.16,2154.59,0.74420037,0.852814364,47.83084781,1082.3904
46.56,Female,63,1.54,196.6,125.05,72.89,1.61,1252.9,Yoga,31.60574409,3.99,2.97,26.56,1780,337.71,1872.36,0.421631234,0.636063072,43.08838123,1087.4262
45.16,Male,46.35,1.79,175.83,168.09,55.15,1.45,1567.3,Strength,16.04369534,2.99,2.01,14.47,1443,365.56,1670.91,0.935863441,0.955980208,38.91374721,1060.124
18.21,Female,54.58,1.68,176.35,158.44,70.94,1.27,1676.4,HIIT,22.06722401,4,2,19.34,1580,339.39,2049.93,0.830092022,0.898440601,42.53570913,862.0506
22.13,Female,71.25,1.93,161.8,138.94,53.27,1.42,1871.28,HIIT,23.04834896,4.01,1.98,19.13,2085,337.14,1755.67,0.789366995,0.858714462,54.82805137,957.4776
27.03,Female,61.69,1.8,168.76,143.75,71.7,1.48,1792.43,HIIT,18.44785197,2.01,1.01,19.04,1665,368.04,2144.38,0.742324335,0.851801375,50.30952012,1089.3984
33.04,Male,55.57,1.61,160.92,147.26,54.21,1.78,1390.54,Yoga,23.23479721,4,3.02,21.44,1728,339.13,1972.76,0.871989504,0.9151131,42.65842319,1207.3028
47.75,Female,69.4,1.6,190.85,166.22,53.09,1.34,1286.4,Cardio,28.42004713,4.02,2,27.11,2003,333.7,2468.11,0.821210801,0.870945769,49.67648729,894.316
26.14,Male,72.72,1.67,163.36,120.55,49.96,1.36,1196.8,Cardio,30.38350266,1.99,1,26.07,1794,350.83,1471.07,0.622486772,0.737940744,50.62511687,954.2576
43.45,Female,81.31,1.78,188.17,151.58,64.95,1.58,1852.87,Strength,26.51689457,5.03,3.03,25.66,2572,352.98,2541.72,0.703051453,0.805548175,59.74911303,1115.4168
18,Female,62.32,1.85,160.86,121.32,52.96,0.87,1054.61,HIIT,23.0702807,3,1.02,18.21,1630,366.31,2172.57,0.633549583,0.754196195,47.94260106,637.3794
23.5,Female,117.5,1.79,178.08,127.03,69.21,1.01,970.41,Cardio,34.79244761,4.02,2.01,36.67,3134,347.47,2337.18,0.531092128,0.713331087,76.61887406,701.8894
42.42,Female,73.47,1.63,188.17,135.82,68.16,0.53,349.16,Yoga,25.3134726,3.02,1,27.65,1870,363.41,1622.44,0.563786351,0.721794122,54.87219168,385.2146
25.94,Female,76.98,1.79,177.15,155.9,73.14,1.16,1253.84,Strength,26.12957975,3.02,2.01,24.03,2166,339.45,1557.62,0.795692722,0.880045159,56.86544951,787.524
35.95,Male,59.35,1.76,178.4,128.15,58.28,1,882.4,Cardio,24.31142128,3.01,1.03,19.16,2041,337.43,2098.5,0.581668332,0.718329596,44.92117147,674.86
52.29,Male,55.9,1.55,171.28,141,54.03,1.12,1076.1,Cardio,26.88832953,3.99,2.01,23.27,1626,330.25,1731.9,0.741748401,0.823213452,40.86942379,739.76
36.03,Female,100.2,1.99,188.7,147.37,73.08,1.33,1169.34,Cardio,28.50173094,3.02,1,25.3,2595,345.64,1566.37,0.642535893,0.780975093,71.6412656,919.4024
18.81,Male,74.65,1.77,198.39,137.2,63.9,1.28,1688.19,HIIT,25.934123,3.03,1.99,23.83,1934,340.01,2735.54,0.545021935,0.691567115,55.29017718,870.4256
35.88,Male,57.02,1.64,164.43,156.98,69.87,1.13,1219.38,Strength,25.64924866,3.98,1.99,21.2,1642,341.5,1710.55,0.921214044,0.954691966,42.39479841,771.79
18.71,Male,127.49,1.93,185.04,168.31,70.06,1.27,914.4,Yoga,35,4.01,2,34.23,3376,342.82,1858.53,0.854496434,0.909587116,82.8685,870.7628
22.93,Male,78.31,1.73,192.01,155.72,56.1,1.46,1401.6,Cardio,31.01213424,3.99,2,26.17,2218,335.04,1810.13,0.732985064,0.810999427,54.02439767,978.3168
46.86,Female,88.34,1.6,185.95,126.33,60.07,1.86,2174.53,Strength,33.88280726,5.01,2.99,34.51,2389,345.49,2503.49,0.526374325,0.679376176,58.40792807,1285.2228
30.09,Male,63.52,1.66,164.4,161.45,69.94,1.02,977.57,Cardio,24.16458148,3.99,1.98,23.05,1975,365.26,3136.25,0.96876985,0.982055961,48.17065785,745.1304
22.66,Male,42.24,1.58,162.91,131.71,67.06,0.57,500.69,Cardio,21.91522629,3.01,1,16.92,1230,360.73,1600.58,0.674491393,0.808483212,32.98300841,411.2322
46.34,Female,56.86,1.6,184.85,142.82,64.96,0.87,764.9,Cardio,19.93276197,3.01,1,22.21,1529,349.52,2029.23,0.649428643,0.772626454,45.52623154,608.1648
22.11,Male,71.65,1.77,197.13,158.04,55.77,1.5,988.2,Yoga,21.63471481,2.99,1,22.87,1984,341.38,1939.95,0.723471986,0.801704459,56.14872684,1024.14
46.79,Female,45.62,1.93,165.84,159.12,65.04,1.3,1402.83,Strength,18.2224415,2.99,1.99,12.25,1327,356.2,2290.37,0.933333333,0.959479016,37.30692219,926.12
22.72,Female,71.94,1.72,164.27,169.14,73.8,1.25,1103,Cardio,22.40465124,2.01,1.03,24.32,1878,343.05,2267.51,1.053829999,1.029646314,55.8220939,857.625
22.79,Female,43.74,1.62,195.9,122.07,58.1,0.59,583.57,Strength,18.45567543,2,1,16.67,1241,348.21,2083.43,0.464223512,0.623124043,35.66748757,410.8878
50.95,Female,44.71,1.63,198.07,137.18,68.96,1.07,1157.53,Strength,19.76749536,4,2.02,16.83,1275,341.51,1673.45,0.528386647,0.69258343,35.87195282,730.8314
